Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
  3668   89.04   17.270  -74.80    8.0    2.1298    0.2390   30.32   79.00   14.10   16.70    0.6100   36.60700   -1.27800 9000.000
  3670   88.93   17.277  -74.87    8.0    2.1296    0.2390   30.35   79.00   14.10   16.68    0.6100   36.60600   -1.27800 9000.000
  3672   88.82   17.285  -74.93    8.0    2.1295    0.2400   30.37   79.00   14.10   16.66    0.6100   36.60600   -1.27800 9000.000
  3674   88.71   17.292  -74.98    8.0    2.1295    0.2400   30.39   79.00   14.00   16.65    0.6100   36.60600   -1.27800 9000.000
  3676   88.59   17.299  -74.98    8.0    2.1294    0.2400   30.41   79.00   14.00   16.64    0.6100   36.60500   -1.27800 9000.000
  3678   88.47   17.307  -74.94    8.0    2.1294    0.2410   30.43   80.00   14.00   16.63    0.6100   36.60500   -1.27800 9000.000
  3680   88.36   17.315  -75.01    8.0    2.1293    0.2410   30.45   80.00   13.90   16.61    0.6100   36.60500   -1.27800 9000.000
  3682   88.25   17.322  -75.11    8.0    2.1290    0.2410   30.47   81.00   13.90   16.57    0.6100   36.60500   -1.27800 9000.000
  3684   88.14   17.329  -75.18    8.0    2.1290    0.2420   30.50   81.00   13.80   16.57    0.6100   36.60500   -1.27800 9000.000
  3686   88.04   17.336  -75.19    7.0    2.1290    0.2420   30.51   82.00   13.70   16.56    0.6100   36.60400   -1.27800 9000.000
  3688   87.95   17.341  -75.22    7.0    2.1287    0.2420   30.53   83.00   13.70   16.52    0.6100   36.60400   -1.27800 9000.000
  3690   87.84   17.349  -75.25    7.0    2.1287    0.2420   30.55   83.00   13.60   16.52    0.6100   36.60400   -1.27800 9000.000
  3692   87.73   17.356  -75.25    7.0    2.0907    0.2380   30.57   84.00   13.50   16.51    0.6000   36.60400   -1.27800 9000.000
  3694   87.63   17.363  -75.22    7.0    2.0906    0.2390   30.59   85.00   13.50   16.50    0.6000   36.60300   -1.27800 9000.000
  3696   87.55   17.368  -75.06    7.0    2.0906    0.2390   30.61   86.00   13.40   16.50    0.6000   36.60300   -1.27800 9000.000
  3698   87.45   17.375  -74.87    7.0    2.0906    0.2390   30.63   87.00   13.30   16.49    0.6000   36.60300   -1.27800 9000.000
  3700   87.35   17.381  -74.67    7.0    2.0906    0.2390   30.64   88.00   13.20   16.49    0.6000   36.60300   -1.27800 9000.000
  3702   87.24   17.389  -74.50    7.0    2.0905    0.2400   30.67   89.00   13.10   16.47    0.6000   36.60200   -1.27800 9000.000
  3704   87.12   17.397  -74.24    7.0    2.0905    0.2400   30.69   90.00   13.00   16.47    0.6000   36.60200   -1.27800 9000.000
  3706   87.01   17.404  -74.00    7.0    2.0905    0.2400   30.71   91.00   12.90   16.46    0.6000   36.60200   -1.27800 9000.000
  3708   86.91   17.411  -73.84    7.0    2.0905    0.2410   30.73   92.00   12.80   16.46    0.6000   36.60200   -1.27800 9000.000
  3710   86.80   17.418  -73.75    7.0    2.0905    0.2410   30.75   93.00   12.70   16.46    0.6000   36.60100   -1.27800 9000.000
  3712   86.70   17.425  -73.72    7.0    2.0906    0.2410   30.77   94.00   12.60   16.46    0.6000   36.60100   -1.27800 9000.000
  3714   86.60   17.431  -73.74    7.0    2.0905    0.2410   30.79   95.00   12.50   16.44    0.6000   36.60100   -1.27800 9000.000
  3716   86.49   17.439  -73.73    7.0    2.0903    0.2420   30.81   96.00   12.40   16.42    0.6000   36.60100   -1.27800 9000.000
  3718   86.38   17.446  -73.66    7.0    2.0903    0.2420   30.83   97.00   12.30   16.41    0.6000   36.60000   -1.27800 9000.000
  3720   86.27   17.454  -73.53    7.0    2.0902    0.2420   30.85   97.00   12.20   16.40    0.6000   36.60000   -1.27800 9000.000
  3722   86.17   17.461  -73.44    6.0    2.1281    0.2470   30.87   98.00   12.10   16.38    0.6100   36.60000   -1.27800 9000.000
  3724   86.08   17.467  -73.32    6.0    2.1280    0.2470   30.89   99.00   12.10   16.36    0.6100   36.60000   -1.27800 9000.000
  3726   85.97   17.474  -73.27    6.0    2.1279    0.2480   30.91   99.00   12.00   16.34    0.6100   36.60000   -1.27800 9000.000
  3728   85.87   17.481  -73.26    6.0    2.1658    0.2520   30.93  100.00   12.00   16.33    0.6200   36.59900   -1.27800 9000.000
  3730   85.77   17.488  -73.15    6.0    2.1657    0.2530   30.95  100.00   11.90   16.31    0.6200   36.59900   -1.27800 9000.000
  3732   85.66   17.495  -73.03    6.0    2.1276    0.2480   30.97  101.00   11.80   16.29    0.6100   36.59900   -1.27800 9000.000
  3734   85.54   17.503  -72.95    6.0    2.1276    0.2490   30.99  101.00   11.80   16.29    0.6100   36.59900   -1.27800 9000.000
  3736   85.44   17.510  -72.99    6.0    2.1276    0.2490   31.01  101.00   11.80   16.28    0.6100   36.59900   -1.27800 9000.000
  3738   85.34   17.517  -73.05    6.0    2.1276    0.2490   31.03  101.00   11.70   16.28    0.6100   36.59800   -1.27800 9000.000
  3740   85.23   17.525  -73.09    6.0    2.0897    0.2450   31.05  101.00   11.70   16.28    0.6000   36.59800   -1.27800 9000.000
  3742   85.13   17.532  -73.20    6.0    2.0896    0.2450   31.07  101.00   11.60   16.27    0.6000   36.59800   -1.27800 9000.000
  3744   85.03   17.538  -73.29    6.0    2.0895    0.2460   31.09  101.00   11.60   16.25    0.6000   36.59800   -1.27800 9000.000
  3746   84.92   17.546  -73.37    6.0    2.0515    0.2420   31.11  101.00   11.60   16.24    0.5900   36.59800   -1.27700 9000.000
  3748   84.81   17.554  -73.45    6.0    2.0514    0.2420   31.14  100.00   11.60   16.23    0.5900   36.59700   -1.27700 9000.000
  3750   84.70   17.561  -73.53    6.0    2.0512    0.2420   31.16  100.00   11.50   16.19    0.5900   36.59700   -1.27700 9000.000
  3752   84.60   17.568  -73.60    6.0    2.0131    0.2380   31.18   99.00   11.50   16.18    0.5800   36.59700   -1.27700 9000.000
  3754   84.49   17.576  -73.62    6.0    2.0131    0.2380   31.20   99.00   11.60   16.17    0.5800   36.59700   -1.27700 9000.000
  3756   84.38   17.583  -73.62    6.0    2.0130    0.2390   31.22   99.00   11.60   16.16    0.5800   36.59700   -1.27700 9000.000
  3758   84.28   17.590  -73.71    6.0    1.9750    0.2340   31.24   98.00   11.60   16.15    0.5700   36.59600   -1.27700 9000.000
  3760   84.18   17.597  -73.82    6.0    1.9750    0.2350   31.25   98.00   11.60   16.15    0.5700   36.59600   -1.27700 9000.000
  3762   84.08   17.604  -73.87    6.0    1.9751    0.2350   31.27   97.00   11.60   16.15    0.5700   36.59600   -1.27700 9000.000
  3764   83.98   17.611  -73.95    6.0    1.9750    0.2350   31.29   97.00   11.60   16.14    0.5700   36.59600   -1.27700 9000.000
  3766   83.87   17.619  -74.00    5.0    1.9749    0.2350   31.31   97.00   11.50   16.12    0.5700   36.59600   -1.27700 9000.000
  3768   83.76   17.626  -74.03    5.0    1.9368    0.2310   31.33   97.00   11.50   16.10    0.5600   36.59500   -1.27700 9000.000
  3770   83.66   17.633  -74.08    5.0    1.9368    0.2320   31.35   96.00   11.50   16.09    0.5600   36.59500   -1.27700 9000.000
  3772   83.55   17.641  -74.13    5.0    1.9368    0.2320   31.37   96.00   11.40   16.09    0.5600   36.59500   -1.27700 9000.000
  3774   83.46   17.647  -74.17    5.0    1.9368    0.2320   31.39   96.00   11.40   16.08    0.5600   36.59500   -1.27700 9000.000
  3776   83.35   17.655  -74.21    5.0    1.9367    0.2320   31.41   96.00   11.30   16.07    0.5600   36.59500   -1.27700 9000.000
  3778   83.25   17.662  -74.21    5.0    1.9368    0.2330   31.43   96.00   11.30   16.07    0.5600   36.59400   -1.27700 9000.000
  3780   83.14   17.670  -74.17    5.0    1.9367    0.2330   31.45   95.00   11.20   16.06    0.5600   36.59400   -1.27700 9000.000
  3782   83.03   17.677  -74.12    5.0    1.9367    0.2330   31.47   95.00   11.20   16.05    0.5600   36.59400   -1.27700 9000.000
  3784   82.92   17.685  -74.06    5.0    1.9367    0.2340   31.49   94.00   11.20   16.05    0.5600   36.59400   -1.27700 9000.000
  3786   82.81   17.693  -74.07    5.0    1.9365    0.2340   31.51   94.00   11.20   16.02    0.5600   36.59300   -1.27700 9000.000
  3788   82.71   17.700  -74.15    5.0    1.9364    0.2340   31.52   93.00   11.20   16.00    0.5600   36.59300   -1.27700 9000.000
  3790   82.61   17.707  -74.23    5.0    1.9364    0.2340   31.54   93.00   11.20   15.99    0.5600   36.59300   -1.27700 9000.000
  3792   82.52   17.713  -74.31    5.0    1.9364    0.2350   31.56   92.00   11.20   15.99    0.5600   36.59300   -1.27700 9000.000
  3794   82.42   17.720  -74.38    5.0    1.9364    0.2350   31.58   92.00   11.20   15.98    0.5600   36.59300   -1.27700 9000.000
  3796   82.30   17.729  -74.47    5.0    1.9363    0.2350   31.60   91.00   11.20   15.97    0.5600   36.59200   -1.27700 9000.000
  3798   82.20   17.736  -74.55    5.0    1.9363    0.2360   31.62   90.00   11.20   15.96    0.5600   36.59200   -1.27700 9000.000
  3800   82.11   17.742  -74.65    5.0    1.9362    0.2360   31.64   90.00   11.20   15.94    0.5600   36.59200   -1.27700 9000.000
  3802   81.99   17.751  -74.60    5.0    1.9360    0.2360   31.66   89.00   11.20   15.91    0.5600   36.59200   -1.27700 9000.000
  3804   81.88   17.758  -74.46    5.0    1.9358    0.2360   31.68   88.00   11.20   15.88    0.5600   36.59200   -1.27700 9000.000
  3806   81.77   17.766  -74.47    5.0    1.9736    0.2410   31.70   88.00   11.20   15.85    0.5700   36.59100   -1.27700 9000.000
  3808   81.67   17.774  -74.54    5.0    1.9736    0.2420   31.72   87.00   11.10   15.85    0.5700   36.59100   -1.27700 9000.000
  3810   81.56   17.781  -74.59    5.0    1.9737    0.2420   31.74   86.00   11.10   15.85    0.5700   36.59100   -1.27700 9000.000
  3812   81.46   17.788  -74.63    5.0    2.0114    0.2470   31.76   86.00   11.00   15.82    0.5800   36.59100   -1.27700 9000.000
  3814   81.36   17.796  -74.64    5.0    2.0113    0.2470   31.78   85.00   11.00   15.79    0.5800   36.59100   -1.27700 9000.000
  3816   81.25   17.803  -74.65    5.0    2.0111    0.2480   31.80   84.00   10.90   15.77    0.5800   36.59000   -1.27700 9000.000
  3818   81.14   17.811  -74.71    5.0    2.0111    0.2480   31.82   83.00   10.80   15.76    0.5800   36.59000   -1.27700 9000.000
  3820   81.05   17.818  -74.69    5.0    2.0490    0.2530   31.84   81.00   10.70   15.75    0.5900   36.59000   -1.27700 9000.000
  3822   80.95   17.825  -74.53    5.0    2.0490    0.2530   31.86   80.00   10.60   15.74    0.5900   36.59000   -1.27700 9000.000
  3824   80.85   17.832  -74.41    5.0    2.0489    0.2530   31.88   78.00   10.50   15.73    0.5900   36.59000   -1.27700 9000.000
  3826   80.74   17.840  -74.31    5.0    2.0489    0.2540   31.90   77.00   10.40   15.72    0.5900   36.59000   -1.27700 9000.000
  3828   80.62   17.849  -74.12    5.0    2.0489    0.2540   31.93   75.00   10.30   15.72    0.5900   36.58900   -1.27700 9000.000
  3830   80.51   17.857  -73.93    5.0    2.0490    0.2550   31.95   73.00   10.20   15.73    0.5900   36.58900   -1.27700 9000.000
  3832   80.39   17.865  -73.83    5.0    2.0489    0.2550   31.97   72.00   10.10   15.71    0.5900   36.58900   -1.27700 9000.000
  3834   80.29   17.873  -73.70    5.0    2.0488    0.2550   31.99   70.00   10.00   15.69    0.5900   36.58900   -1.27700 9000.000
  3836   80.19   17.880  -73.61    5.0    2.0488    0.2550   32.01   69.00   10.00   15.69    0.5900   36.58900   -1.27700 9000.000
  3838   80.09   17.887  -73.56    5.0    2.0488    0.2560   32.03   68.00    9.90   15.68    0.5900   36.58800   -1.27800 9000.000
  3840   79.98   17.895  -73.52    5.0    2.0109    0.2510   32.05   67.00    9.80   15.68    0.5800   36.58800   -1.27800 9000.000
  3842   79.87   17.903  -73.49    5.0    2.0109    0.2520   32.08   66.00    9.70   15.68    0.5800   36.58800   -1.27800 9000.000
  3844   79.78   17.910  -73.56    5.0    2.0108    0.2520   32.09   66.00    9.60   15.66    0.5800   36.58800   -1.27800 9000.000
  3846   79.69   17.916  -73.65    5.0    2.0107    0.2520   32.11   65.00    9.40   15.64    0.5800   36.58800   -1.27800 9000.000
  3848   79.60   17.923  -73.73    5.0    2.0106    0.2530   32.13   66.00    9.30   15.63    0.5800   36.58800   -1.27800 9000.000
  3850   79.49   17.931  -73.65    5.0    2.0106    0.2530   32.15   66.00    9.20   15.62    0.5800   36.58800   -1.27800 9000.000
  3852   79.38   17.939  -73.51    5.0    2.0105    0.2530   32.17   67.00    9.00   15.60    0.5800   36.58700   -1.27800 9000.000
  3854   79.28   17.947  -73.46    5.0    2.0105    0.2540   32.19   67.00    8.80   15.60    0.5800   36.58700   -1.27800 9000.000
  3856   79.18   17.954  -73.41    5.0    2.0105    0.2540   32.21   68.00    8.70   15.59    0.5800   36.58700   -1.27800 9000.000
  3858   79.08   17.961  -73.36    4.0    2.0104    0.2540   32.23   69.00    8.60   15.58    0.5800   36.58700   -1.27800 9000.000
  3860   78.99   17.968  -73.29    4.0    2.0104    0.2550   32.25   70.00    8.40   15.57    0.5800   36.58700   -1.27800 9000.000
  3862   78.89   17.975  -73.13    4.0    2.0481    0.2600   32.27   71.00    8.30   15.54    0.5900   36.58700   -1.27800 9000.000
  3864   78.78   17.984  -72.99    4.0    2.0479    0.2600   32.29   72.00    8.20   15.51    0.5900   36.58700   -1.27800 9000.000
  3866   78.67   17.992  -72.90    4.0    2.0478    0.2600   32.32   73.00    8.20   15.49    0.5900   36.58600   -1.27800 9000.000
  3868   78.57   17.999  -72.85    4.0    2.0478    0.2610   32.34   74.00    8.10   15.48    0.5900   36.58600   -1.27800 9000.000
  3870   78.49   18.005  -72.83    4.0    2.0477    0.2610   32.35   75.00    8.00   15.47    0.5900   36.58600   -1.27800 9000.000
  3872   78.40   18.012  -72.82    4.0    2.0477    0.2610   32.37   75.00    8.00   15.46    0.5900   36.58600   -1.27800 9000.000
  3874   78.31   18.019  -72.81    4.0    2.0855    0.2660   32.39   76.00    8.00   15.44    0.6000   36.58600   -1.27900 9000.000
  3876   78.21   18.026  -72.78    4.0    2.0855    0.2670   32.41   76.00    8.00   15.44    0.6000   36.58600   -1.27900 9000.000
  3878   78.12   18.033  -72.55    4.0    2.1234    0.2720   32.43   76.00    7.90   15.43    0.6100   36.58600   -1.27900 9000.000
  3880   78.04   18.039  -72.36    4.0    2.1234    0.2720   32.45   77.00    7.90   15.42    0.6100   36.58500   -1.27900 9000.000
  3882   77.94   18.046  -72.39    4.0    2.1613    0.2770   32.47   77.00    7.90   15.42    0.6200   36.58500   -1.27900 9000.000
  3884   77.84   18.054  -72.50    4.0    2.1613    0.2780   32.49   76.00    7.90   15.42    0.6200   36.58500   -1.27900 9000.000
  3886   77.74   18.062  -72.59    4.0    2.1613    0.2780   32.51   76.00    7.90   15.41    0.6200   36.58500   -1.27900 9000.000
  3888   77.66   18.068  -72.65    4.0    2.1613    0.2780   32.53   76.00    7.80   15.41    0.6200   36.58500   -1.27900 9000.000
  3890   77.55   18.076  -72.72    4.0    2.1613    0.2790   32.56   76.00    7.80   15.40    0.6200   36.58500   -1.27900 9000.000
  3892   77.45   18.083  -72.80    4.0    2.1612    0.2790   32.58   75.00    7.70   15.39    0.6200   36.58500   -1.27900 9000.000
  3894   77.35   18.091  -72.89    4.0    2.1612    0.2790   32.60   75.00    7.60   15.38    0.6200   36.58400   -1.27900 9000.000
  3896   77.24   18.099  -73.00    4.0    2.1611    0.2800   32.62   74.00    7.60   15.37    0.6200   36.58400   -1.27900 9000.000
  3898   77.15   18.106  -73.09    4.0    2.1611    0.2800   32.64   74.00    7.50   15.36    0.6200   36.58400   -1.27900 9000.000
  3900   77.05   18.114  -73.19    4.0    2.1611    0.2800   32.67   73.00    7.40   15.35    0.6200   36.58400   -1.27900 9000.000
  3902   76.96   18.121  -73.27    4.0    2.1611    0.2810   32.69   73.00    7.20   15.35    0.6200   36.58400   -1.27900 9000.000
  3904   76.86   18.128  -73.35    4.0    2.1608    0.2810   32.71   72.00    7.10   15.31    0.6200   36.58400   -1.27900 9000.000
  3906   76.75   18.137  -73.42    4.0    2.1607    0.2820   32.73   71.00    7.00   15.29    0.6200   36.58400   -1.27900 9000.000
  3908   76.65   18.144  -73.46    4.0    2.1607    0.2820   32.76   71.00    6.80   15.28    0.6200   36.58300   -1.27900 9000.000
  3910   76.56   18.151  -73.31    4.0    2.1606    0.2820   32.78   70.00    6.70   15.27    0.6200   36.58300   -1.27900 9000.000
  3912   76.46   18.159  -73.00    4.0    2.1604    0.2830   32.80   69.00    6.60   15.24    0.6200   36.58300   -1.27900 9000.000
  3914   76.37   18.166  -72.76    4.0    2.1601    0.2830   32.82   68.00    6.40   15.20    0.6200   36.58300   -1.27900 9000.000
  3916   76.27   18.173  -72.70    4.0    2.1602    0.2830   32.84   67.00    6.30   15.20    0.6200   36.58300   -1.27900 9000.000
  3918   76.17   18.181  -72.73    4.0    2.1980    0.2890   32.86   66.00    6.10   15.19    0.6300   36.58300   -1.27900 9000.000
  3920   76.06   18.190  -72.81    4.0    2.1981    0.2890   32.89   65.00    5.90   15.19    0.6300   36.58300   -1.28000 9000.000
  3922   75.97   18.197  -72.86    4.0    2.1979    0.2890   32.91   64.00    5.80   15.17    0.6300   36.58300   -1.28000 9000.000
  3924   75.89   18.203  -72.86    4.0    2.1978    0.2900   32.93   63.00    5.60   15.15    0.6300   36.58300   -1.28000 9000.000
  3926   75.78   18.211  -72.85    4.0    2.2357    0.2950   32.95   61.00    5.40   15.14    0.6400   36.58300   -1.28000 9000.000
  3928   75.67   18.220  -72.86    4.0    2.2356    0.2950   32.98   60.00    5.20   15.13    0.6400   36.58300   -1.28000 9000.000
  3930   75.55   18.229  -72.91    4.0    2.2357    0.2960   33.01   59.00    5.00   15.13    0.6400   36.58300   -1.28000 9000.000
  3932   75.45   18.237  -73.00    4.0    2.2355    0.2960   33.03   57.00    4.70   15.10    0.6400   36.58200   -1.28000 9000.000
  3934   75.35   18.244  -73.07    4.0    2.2353    0.2970   33.05   55.00    4.50   15.08    0.6400   36.58200   -1.28000 9000.000
  3936   75.25   18.252  -72.97    4.0    2.2731    0.3020   33.08   54.00    4.20   15.06    0.6500   36.58200   -1.28000 9000.000
  3938   75.15   18.260  -72.72    3.0    2.2730    0.3020   33.10   52.00    4.00   15.04    0.6500   36.58200   -1.28000 9000.000
  3940   75.05   18.268  -72.39    3.0    2.3108    0.3080   33.12   50.00    3.70   15.03    0.6600   36.58200   -1.28000 9000.000
  3942   74.97   18.274  -72.29    3.0    2.3108    0.3080   33.14   47.00    3.50   15.02    0.6600   36.58200   -1.28000 9000.000
  3944   74.86   18.283  -72.24    3.0    2.3107    0.3090   33.17   44.00    3.20   15.00    0.6600   36.58200   -1.28000 9000.000
  3946   74.76   18.291  -72.05    3.0    2.3864    0.3190   33.20   41.00    3.00   14.99    0.6800   36.58200   -1.28000 9000.000
  3948   74.67   18.298  -71.98    3.0    2.3864    0.3200   33.22   37.00    2.80   14.99    0.6800   36.58200   -1.28000 9000.000
  3950   74.59   18.304  -71.98    3.0    2.3863    0.3200   33.24   33.00    2.70   14.98    0.6800   36.58200   -1.28000 9000.000
  3952   74.49   18.312  -71.97    3.0    2.4241    0.3250   33.26   29.00    2.60   14.96    0.6900   36.58200   -1.28000 9000.000
  3954   74.39   18.320  -71.92    3.0    2.4619    0.3310   33.29   24.00    2.50   14.95    0.7000   36.58200   -1.28000 9000.000
  3956   74.30   18.327  -71.91    3.0    2.4619    0.3310   33.31   20.00    2.50   14.94    0.7000   36.58200   -1.28000 9000.000
  3958   74.20   18.335  -71.90    3.0    2.4996    0.3370   33.34   16.00    2.50   14.92    0.7100   36.58200   -1.28000 9000.000
  3960   74.10   18.343  -71.87    3.0    2.4996    0.3370   33.37   12.00    2.50   14.91    0.7100   36.58200   -1.28000 9000.000
  3962   74.01   18.350  -71.79    3.0    2.5375    0.3430   33.39    9.00    2.50   14.91    0.7200   36.58200   -1.28000 9000.000
  3964   73.92   18.357  -71.71    3.0    2.5374    0.3430   33.41    6.00    2.60   14.90    0.7200   36.58200   -1.28000 9000.000
  3966   73.82   18.365  -71.81    3.0    2.5754    0.3490   33.44    4.00    2.60   14.91    0.7300   36.58200   -1.28000 9000.000
  3968   73.72   18.373  -71.89    3.0    2.5752    0.3490   33.47    2.00    2.70   14.88    0.7300   36.58200   -1.28100 9000.000
  3970   73.62   18.381  -71.95    3.0    2.6131    0.3550   33.50    1.00    2.70   14.88    0.7400   36.58200   -1.28100 9000.000
  3972   73.52   18.389  -71.98    3.0    2.6130    0.3550   33.53    0.00    2.70   14.87    0.7400   36.58200   -1.28100 9000.000
  3974   73.41   18.398  -71.97    3.0    2.6129    0.3560   33.56    0.00    2.70   14.85    0.7400   36.58200   -1.28100 9000.000
  3976   73.33   18.404  -71.93    3.0    2.6127    0.3560   33.58    1.00    2.70   14.82    0.7400   36.58200   -1.28100 9000.000
  3978   73.25   18.411  -71.89    3.0    2.6505    0.3620   33.60    2.00    2.60   14.81    0.7500   36.58200   -1.28100 9000.000
  3980   73.16   18.418  -71.82    3.0    2.6504    0.3620   33.63    4.00    2.50   14.80    0.7500   36.58200   -1.28100 9000.000
  3982   73.06   18.426  -71.64    3.0    2.6504    0.3630   33.66    6.00    2.40   14.79    0.7500   36.58200   -1.28100 9000.000
  3984   72.97   18.434  -71.43    3.0    2.6502    0.3630   33.68    9.00    2.30   14.77    0.7500   36.58200   -1.28100 9000.000
  3986   72.89   18.440  -71.32    3.0    2.6880    0.3690   33.70   12.00    2.20   14.76    0.7600   36.58200   -1.28100 9000.000
  3988   72.79   18.448  -71.20    3.0    2.7257    0.3740   33.73   17.00    2.10   14.74    0.7700   36.58200   -1.28100 9000.000
  3990   72.70   18.455  -71.10    3.0    2.7258    0.3750   33.76   22.00    2.10   14.74    0.7700   36.58200   -1.28100 9000.000
  3992   72.62   18.462  -70.99    3.0    2.7257    0.3750   33.78   27.00    2.00   14.73    0.7700   36.58200   -1.28100 9000.000
  3994   72.53   18.469  -70.61    3.0    2.7635    0.3810   33.81   33.00    2.00   14.72    0.7800   36.58200   -1.28100 9000.000
  3996   72.44   18.477  -70.05    3.0    2.7633    0.3810   33.84   38.00    2.00   14.69    0.7800   36.58200   -1.28100 9000.000
  3998   72.34   18.485  -69.69    3.0    2.8009    0.3870   33.87   44.00    2.00   14.66    0.7900   36.58200   -1.28100 9000.000
  4000   72.24   18.493  -69.61    3.0    2.8009    0.3880   33.90   49.00    2.00   14.66    0.7900   36.58200   -1.28100 9000.000
  4002   72.17   18.499  -69.56    3.0    2.8387    0.3930   33.92   54.00    2.10   14.65    0.8000   36.58200   -1.28100 9000.000
  4004   72.09   18.505  -69.57    3.0    2.8765    0.3990   33.95   59.00    2.20   14.64    0.8100   36.58200   -1.28100 9000.000
  4006   71.98   18.514  -69.63    3.0    2.8764    0.4000   33.98   63.00    2.30   14.63    0.8100   36.58200   -1.28100 9000.000
  4008   71.89   18.522  -69.61    3.0    2.9143    0.4050   34.01   66.00    2.40   14.63    0.8200   36.58200   -1.28100 9000.000
  4010   71.81   18.529  -69.57    3.0    2.9522    0.4110   34.03   69.00    2.50   14.63    0.8300   36.58200   -1.28100 9000.000
  4012   71.71   18.537  -69.61    3.0    2.9900    0.4170   34.07   72.00    2.60   14.62    0.8400   36.58200   -1.28100 9000.000
  4014   71.61   18.545  -69.63    3.0    2.9901    0.4180   34.10   74.00    2.70   14.62    0.8400   36.58200   -1.28100 9000.000
  4016   71.53   18.552  -69.61    3.0    2.9899    0.4180   34.13   76.00    2.80   14.60    0.8400   36.58100   -1.28100 9000.000
  4018   71.44   18.559  -69.60    3.0    3.0276    0.4240   34.16   77.00    2.90   14.58    0.8500   36.58100   -1.28100 9000.000
  4020   71.36   18.566  -69.58    3.0    3.0652    0.4300   34.18   78.00    2.90   14.56    0.8600   36.58100   -1.28100 9000.000
  4022   71.26   18.574  -69.53    3.0    3.0652    0.4300   34.22   79.00    3.00   14.55    0.8600   36.58100   -1.28100 9000.000
  4024   71.17   18.582  -69.44    3.0    3.0651    0.4310   34.25   80.00    3.00   14.54    0.8600   36.58100   -1.28100 9000.000
  4026   71.08   18.590  -69.43    3.0    3.0651    0.4310   34.28   80.00    3.10   14.53    0.8600   36.58100   -1.28100 9000.000
  4028   70.98   18.598  -69.45    3.0    3.1030    0.4370   34.31   80.00    3.10   14.53    0.8700   36.58100   -1.28100 9000.000
  4030   70.90   18.605  -69.48    3.0    3.1029    0.4380   34.34   80.00    3.10   14.52    0.8700   36.58100   -1.28100 9000.000
  4032   70.82   18.611  -69.55    3.0    3.1407    0.4430   34.37   80.00    3.10   14.51    0.8800   36.58100   -1.28100 9000.000
  4034   70.73   18.619  -69.63    3.0    3.1406    0.4440   34.40   80.00    3.10   14.50    0.8800   36.58100   -1.28100 9000.000
  4036   70.65   18.626  -69.69    3.0    3.1784    0.4500   34.43   80.00    3.00   14.49    0.8900   36.58100   -1.28100 9000.000
  4038   70.57   18.632  -69.76    3.0    3.1783    0.4500   34.46   80.00    3.00   14.48    0.8900   36.58100   -1.28100 9000.000
  4040   70.47   18.641  -69.85    3.0    3.1784    0.4510   34.49   80.00    3.00   14.48    0.8900   36.58100   -1.28100 9000.000
  4042   70.38   18.649  -69.93    3.0    3.1783    0.4520   34.52   80.00    3.00   14.47    0.8900   36.58100   -1.28100 9000.000
  4044   70.30   18.655  -70.01    3.0    3.1782    0.4520   34.55   80.00    3.00   14.46    0.8900   36.58100   -1.28100 9000.000
  4046   70.21   18.663  -70.08    2.0    3.1782    0.4530   34.59   80.00    3.00   14.45    0.8900   36.58100   -1.28100 9000.000
  4048   70.11   18.671  -70.17    3.0    3.1780    0.4530   34.62   80.00    3.00   14.43    0.8900   36.58100   -1.28100 9000.000
  4050   70.05   18.676  -70.22    3.0    3.2159    0.4590   34.64   80.00    3.00   14.43    0.9000   36.58100   -1.28100 9000.000
  4052   69.99   18.681  -70.26    3.0    3.2157    0.4590   34.66   80.00    3.00   14.41    0.9000   36.58000   -1.28100 9000.000
  4054   69.91   18.688  -70.23    3.0    3.2156    0.4600   34.69   80.00    3.10   14.40    0.9000   36.58000   -1.28100 9000.000
  4056   69.82   18.696  -70.09    2.0    3.2155    0.4610   34.73   80.00    3.10   14.39    0.9000   36.58000   -1.28100 9000.000
  4058   69.72   18.705  -70.15    2.0    3.2156    0.4610   34.76   80.00    3.10   14.39    0.9000   36.58000   -1.28100 9000.000
  4060   69.62   18.713  -70.32    2.0    3.2157    0.4620   34.80   79.00    3.20   14.39    0.9000   36.58000   -1.28100 9000.000
  4062   69.54   18.720  -70.41    2.0    3.2156    0.4620   34.83   79.00    3.30   14.38    0.9000   36.58000   -1.28200 9000.000
  4064   69.45   18.728  -70.44    2.0    3.2155    0.4630   34.86   78.00    3.30   14.37    0.9000   36.58000   -1.28200 9000.000
  4066   69.37   18.734  -70.45    2.0    3.2153    0.4640   34.89   77.00    3.40   14.35    0.9000   36.58000   -1.28200 9000.000
  4068   69.29   18.741  -70.46    2.0    3.2154    0.4640   34.92   77.00    3.50   14.35    0.9000   36.58000   -1.28100 9000.000
  4070   69.20   18.749  -70.54    2.0    3.2153    0.4650   34.95   76.00    3.60   14.34    0.9000   36.58000   -1.28200 9000.000
  4072   69.11   18.757  -70.64    2.0    3.2531    0.4710   34.99   75.00    3.70   14.33    0.9100   36.58000   -1.28200 9000.000
