Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  827.60    1.800   13.60   80.0    2.2061    0.0267    0.00    0.00    0.00   30.62    0.6100   36.75900   -1.30200 9000.000
     2  825.96    1.817   13.51   74.0    2.2455    0.0272    0.03  148.00    2.10   30.62    0.6200   36.75900   -1.30200 9000.000
     4  824.88    1.828   13.33   73.0    2.3637    0.0287    0.06  172.00    2.70   30.62    0.6500   36.75900   -1.30200 9000.000
     6  823.69    1.840   13.06   74.0    2.3637    0.0287    0.09  167.00    2.90   30.62    0.6500   36.75900   -1.30200 9000.000
     8  822.53    1.852   12.90   75.0    2.3637    0.0287    0.11  165.00    3.20   30.62    0.6500   36.75900   -1.30100 9000.000
    10  821.57    1.862   12.71   75.0    2.3637    0.0288    0.13  164.00    3.40   30.62    0.6500   36.75900   -1.30100 9000.000
    12  820.66    1.871   12.58   76.0    2.3636    0.0288    0.15  164.00    3.70   30.61    0.6500   36.75900   -1.30100 9000.000
    14  819.62    1.882   12.45   76.0    2.3635    0.0288    0.18  163.00    3.90   30.60    0.6500   36.75900   -1.30100 9000.000
    16  818.48    1.893   12.31   77.0    2.4028    0.0294    0.20  163.00    4.00   30.58    0.6600   36.75900   -1.30100 9000.000
    18  817.39    1.905   12.21   78.0    2.4420    0.0299    0.23  163.00    4.10   30.56    0.6700   36.75900   -1.30100 9000.000
    20  816.31    1.916   12.14   78.0    2.4420    0.0299    0.26  163.00    4.20   30.56    0.6700   36.75900   -1.30100 9000.000
    22  815.13    1.928   11.99   79.0    2.4420    0.0300    0.28  163.00    4.30   30.56    0.6700   36.75900   -1.30100 9000.000
    24  813.95    1.940   11.83   79.0    2.4419    0.0300    0.31  163.00    4.30   30.55    0.6700   36.75900   -1.30100 9000.000
    26  812.76    1.952   11.70   80.0    2.4813    0.0305    0.34  162.00    4.30   30.55    0.6800   36.75900   -1.30100 9000.000
    28  811.59    1.964   11.58   80.0    2.4812    0.0306    0.37  162.00    4.40   30.54    0.6800   36.75900   -1.30100 9000.000
    30  810.33    1.977   11.48   81.0    2.4812    0.0306    0.40  162.00    4.40   30.54    0.6800   36.75900   -1.30100 9000.000
    32  809.13    1.990   11.38   82.0    2.4810    0.0307    0.43  161.00    4.40   30.52    0.6800   36.75900   -1.30100 9000.000
    34  808.01    2.001   11.30   82.0    2.4810    0.0307    0.45  161.00    4.30   30.52    0.6800   36.75900   -1.30100 9000.000
    36  806.88    2.013   11.20   82.0    2.4810    0.0307    0.48  160.00    4.30   30.52    0.6800   36.75900   -1.30100 9000.000
    38  805.86    2.023   11.09   82.0    2.5204    0.0313    0.51  159.00    4.30   30.52    0.6900   36.75900   -1.30100 9000.000
    40  804.88    2.034   10.99   83.0    2.5205    0.0313    0.53  159.00    4.30   30.53    0.6900   36.75900   -1.30000 9000.000
    42  803.84    2.045   10.86   83.0    2.4812    0.0309    0.56  158.00    4.30   30.54    0.6800   36.75900   -1.30000 9000.000
    44  802.83    2.055   10.75   84.0    2.4812    0.0309    0.58  158.00    4.30   30.54    0.6800   36.75900   -1.30000 9000.000
    46  801.73    2.066   10.63   85.0    2.5207    0.0314    0.61  158.00    4.30   30.55    0.6900   36.75900   -1.30000 9000.000
    48  800.58    2.078   10.51   86.0    2.4814    0.0310    0.64  159.00    4.30   30.56    0.6800   36.75800   -1.30000 9000.000
    50  799.49    2.090   10.41   86.0    2.4814    0.0310    0.66  159.00    4.20   30.56    0.6800   36.75800   -1.30000 9000.000
    52  798.40    2.101   10.30   87.0    2.4814    0.0311    0.69  160.00    4.20   30.56    0.6800   36.75800   -1.30000 9000.000
    54  797.21    2.114   10.19   87.0    2.4814    0.0311    0.72  161.00    4.20   30.56    0.6800   36.75800   -1.30000 9000.000
    56  795.98    2.126   10.05   87.0    2.4815    0.0312    0.75  162.00    4.10   30.57    0.6800   36.75800   -1.30000 9000.000
    58  794.77    2.139    9.92   88.0    2.4815    0.0312    0.78  164.00    4.10   30.57    0.6800   36.75800   -1.30000 9000.000
    60  793.58    2.152    9.80   88.0    2.4815    0.0313    0.81  166.00    4.10   30.57    0.6800   36.75800   -1.30000 9000.000
    62  792.42    2.164    9.69   89.0    2.4814    0.0313    0.84  168.00    4.10   30.56    0.6800   36.75800   -1.29900 9000.000
    64  791.32    2.175    9.58   89.0    2.4814    0.0314    0.86  170.00    4.10   30.56    0.6800   36.75800   -1.29900 9000.000
    66  790.34    2.186    9.48   90.0    2.4813    0.0314    0.89  172.00    4.10   30.55    0.6800   36.75800   -1.29900 9000.000
    68  789.39    2.196    9.40   90.0    2.4813    0.0314    0.91  173.00    4.20   30.55    0.6800   36.75800   -1.29900 9000.000
    70  788.25    2.208    9.28   90.0    2.4813    0.0315    0.94  175.00    4.30   30.55    0.6800   36.75800   -1.29900 9000.000
    72  787.01    2.221    9.15   91.0    2.4813    0.0315    0.97  177.00    4.30   30.55    0.6800   36.75800   -1.29900 9000.000
    74  785.74    2.234    9.03   92.0    2.4813    0.0316    1.00  178.00    4.40   30.55    0.6800   36.75800   -1.29900 9000.000
    76  784.52    2.247    8.90   92.0    2.4813    0.0316    1.03  179.00    4.50   30.55    0.6800   36.75800   -1.29900 9000.000
    78  783.47    2.258    8.79   93.0    2.4419    0.0312    1.06  180.00    4.60   30.55    0.6700   36.75800   -1.29900 9000.000
    80  782.60    2.267    8.75   93.0    2.4419    0.0312    1.08  180.00    4.60   30.55    0.6700   36.75800   -1.29900 9000.000
    82  781.67    2.277    8.66   94.0    2.4419    0.0312    1.10  181.00    4.60   30.55    0.6700   36.75800   -1.29900 9000.000
    84  780.62    2.288    8.52   95.0    2.4813    0.0318    1.13  181.00    4.60   30.55    0.6800   36.75800   -1.29900 9000.000
    86  779.46    2.301    8.39   95.0    2.4813    0.0318    1.16  181.00    4.60   30.55    0.6800   36.75800   -1.29900 9000.000
    88  778.37    2.312    8.30   95.0    2.4813    0.0319    1.19  180.00    4.50   30.55    0.6800   36.75800   -1.29800 9000.000
    90  777.49    2.322    8.24   95.0    2.4418    0.0314    1.21  180.00    4.40   30.54    0.6700   36.75800   -1.29800 9000.000
    92  776.65    2.331    8.26   92.0    2.4418    0.0314    1.23  180.00    4.30   30.54    0.6700   36.75800   -1.29800 9000.000
    94  775.83    2.339    8.35   90.0    2.4811    0.0320    1.25  180.00    4.20   30.53    0.6800   36.75800   -1.29800 9000.000
    96  775.03    2.348    8.39   89.0    2.4811    0.0320    1.27  179.00    4.00   30.53    0.6800   36.75800   -1.29800 9000.000
    98  774.17    2.357    8.39   87.0    2.4810    0.0320    1.29  179.00    3.90   30.52    0.6800   36.75800   -1.29800 9000.000
   100  773.29    2.366    8.41   87.0    2.5204    0.0326    1.31  179.00    3.70   30.52    0.6900   36.75800   -1.29800 9000.000
   102  772.54    2.375    8.44   87.0    2.5598    0.0331    1.33  179.00    3.60   30.52    0.7000   36.75800   -1.29800 9000.000
   104  771.84    2.382    8.40   87.0    2.5598    0.0332    1.35  180.00    3.40   30.52    0.7000   36.75800   -1.29800 9000.000
   106  771.08    2.390    8.34   87.0    2.5992    0.0337    1.37  180.00    3.30   30.52    0.7100   36.75800   -1.29800 9000.000
   108  770.21    2.399    8.23   88.0    2.6386    0.0343    1.40  180.00    3.20   30.52    0.7200   36.75800   -1.29800 9000.000
   110  769.27    2.410    8.12   88.0    2.6780    0.0348    1.42  180.00    3.10   30.52    0.7300   36.75800   -1.29800 9000.000
   112  768.30    2.420    8.03   89.0    2.6780    0.0349    1.45  180.00    3.00   30.52    0.7300   36.75800   -1.29800 9000.000
   114  767.39    2.430    7.94   89.0    2.6780    0.0349    1.47  180.00    2.90   30.53    0.7300   36.75800   -1.29800 9000.000
   116  766.65    2.438    7.91   89.0    2.7174    0.0354    1.49  179.00    2.80   30.53    0.7400   36.75800   -1.29800 9000.000
   118  765.98    2.445    7.85   89.0    2.7173    0.0355    1.51  178.00    2.70   30.52    0.7400   36.75800   -1.29800 9000.000
   120  765.32    2.452    7.76   90.0    2.7174    0.0355    1.53  177.00    2.70   30.53    0.7400   36.75800   -1.29800 9000.000
   122  764.67    2.459    7.70   90.0    2.7174    0.0355    1.55  176.00    2.60   30.53    0.7400   36.75800   -1.29800 9000.000
   124  763.96    2.467    7.63   90.0    2.7568    0.0361    1.57  176.00    2.50   30.53    0.7500   36.75800   -1.29800 9000.000
   126  763.30    2.474    7.58   91.0    2.7568    0.0361    1.59  176.00    2.40   30.53    0.7500   36.75800   -1.29800 9000.000
   128  762.73    2.480    7.54   92.0    2.7569    0.0361    1.60  176.00    2.30   30.54    0.7500   36.75800   -1.29700 9000.000
   130  762.18    2.486    7.46   92.0    2.7570    0.0362    1.62  177.00    2.20   30.55    0.7500   36.75800   -1.29700 9000.000
   132  761.63    2.492    7.37   91.0    2.7571    0.0362    1.64  179.00    2.20   30.56    0.7500   36.75800   -1.29700 9000.000
   134  761.00    2.499    7.30   92.0    2.7966    0.0367    1.65  182.00    2.10   30.57    0.7600   36.75800   -1.29700 9000.000
   136  760.23    2.507    7.28   93.0    2.7967    0.0368    1.68  185.00    2.00   30.58    0.7600   36.75800   -1.29700 9000.000
   138  759.36    2.517    7.28   93.0    2.7967    0.0368    1.70  189.00    2.00   30.58    0.7600   36.75800   -1.29700 9000.000
   140  758.55    2.526    7.26   94.0    2.7967    0.0369    1.72  194.00    1.90   30.59    0.7600   36.75800   -1.29700 9000.000
   142  757.69    2.535    7.27   94.0    2.7968    0.0369    1.75  199.00    1.90   30.60    0.7600   36.75800   -1.29700 9000.000
   144  756.92    2.543    7.33   94.0    2.7968    0.0370    1.77  203.00    1.90   30.60    0.7600   36.75800   -1.29700 9000.000
   146  756.10    2.552    7.33   94.0    2.7968    0.0370    1.80  207.00    1.80   30.60    0.7600   36.75800   -1.29700 9000.000
   148  755.25    2.562    7.25   94.0    2.7968    0.0370    1.82  211.00    1.80   30.60    0.7600   36.75800   -1.29700 9000.000
   150  754.49    2.570    7.19   94.0    2.7575    0.0365    1.84  213.00    1.70   30.61    0.7500   36.75800   -1.29700 9000.000
   152  753.85    2.577    7.21   94.0    2.7575    0.0366    1.86  216.00    1.70   30.61    0.7500   36.75800   -1.29700 9000.000
   154  753.11    2.585    7.20   94.0    2.7576    0.0366    1.88  218.00    1.60   30.62    0.7500   36.75800   -1.29700 9000.000
   156  752.11    2.596    7.14   95.0    2.7575    0.0367    1.91  219.00    1.50   30.61    0.7500   36.75800   -1.29700 9000.000
   158  750.91    2.609    7.07   96.0    2.7575    0.0367    1.95  221.00    1.30   30.61    0.7500   36.75800   -1.29700 9000.000
   160  749.68    2.622    7.01   96.0    2.7576    0.0368    1.98  222.00    1.20   30.62    0.7500   36.75900   -1.29700 9000.000
   162  748.65    2.634    6.96   96.0    2.7576    0.0368    2.01  224.00    1.10   30.62    0.7500   36.75900   -1.29700 9000.000
   164  747.88    2.642    6.97   96.0    2.7576    0.0369    2.03  227.00    1.00   30.62    0.7500   36.75900   -1.29700 9000.000
   166  747.14    2.651    6.96   95.0    2.7577    0.0369    2.06  231.00    0.90   30.63    0.7500   36.75900   -1.29700 9000.000
   168  746.39    2.659    6.93   95.0    2.7183    0.0364    2.08  236.00    0.80   30.63    0.7400   36.75900   -1.29700 9000.000
   170  745.70    2.666    6.87   95.0    2.7182    0.0365    2.10  242.00    0.80   30.62    0.7400   36.75900   -1.29700 9000.000
   172  745.03    2.674    6.83   95.0    2.7576    0.0370    2.12  248.00    0.80   30.62    0.7500   36.75900   -1.29700 9000.000
   174  744.37    2.681    6.80   96.0    2.7575    0.0370    2.14  252.00    0.80   30.61    0.7500   36.75900   -1.29700 9000.000
   176  743.66    2.689    6.77   96.0    2.7181    0.0366    2.16  255.00    0.90   30.61    0.7400   36.75900   -1.29700 9000.000
   178  742.89    2.697    6.71   96.0    2.7181    0.0366    2.18  255.00    0.90   30.61    0.7400   36.75900   -1.29700 9000.000
   180  742.16    2.705    6.66   96.0    2.7181    0.0366    2.20  255.00    1.00   30.61    0.7400   36.75900   -1.29700 9000.000
   182  741.49    2.713    6.63   96.0    2.7181    0.0367    2.22  253.00    1.10   30.61    0.7400   36.75900   -1.29700 9000.000
   184  740.80    2.721    6.58   96.0    2.7181    0.0367    2.24  250.00    1.10   30.61    0.7400   36.75900   -1.29700 9000.000
   186  740.03    2.729    6.54   96.0    2.7181    0.0367    2.26  246.00    1.20   30.61    0.7400   36.75900   -1.29700 9000.000
   188  739.12    2.739    6.51   96.0    2.7182    0.0368    2.29  242.00    1.30   30.62    0.7400   36.75900   -1.29700 9000.000
   190  738.16    2.750    6.45   96.0    2.7181    0.0368    2.32  239.00    1.30   30.61    0.7400   36.75900   -1.29700 9000.000
   192  737.27    2.760    6.41   96.0    2.7181    0.0369    2.34  235.00    1.40   30.61    0.7400   36.75900   -1.29700 9000.000
   194  736.51    2.768    6.39   96.0    2.7181    0.0369    2.36  232.00    1.50   30.61    0.7400   36.75900   -1.29700 9000.000
   196  735.68    2.778    6.32   95.0    2.7181    0.0369    2.39  230.00    1.50   30.61    0.7400   36.75900   -1.29700 9000.000
   198  734.74    2.788    6.25   95.0    2.6787    0.0365    2.42  230.00    1.60   30.61    0.7300   36.75900   -1.29700 9000.000
   200  733.81    2.799    6.22   95.0    2.6787    0.0365    2.44  230.00    1.60   30.60    0.7300   36.75900   -1.29700 9000.000
   202  733.02    2.807    6.22   95.0    2.6787    0.0365    2.47  231.00    1.60   30.60    0.7300   36.75900   -1.29700 9000.000
   204  732.24    2.816    6.17   95.0    2.6787    0.0366    2.49  234.00    1.70   30.60    0.7300   36.75900   -1.29700 9000.000
   206  731.44    2.825    6.11   95.0    2.6787    0.0366    2.51  238.00    1.70   30.60    0.7300   36.75900   -1.29700 9000.000
   208  730.65    2.834    6.08   95.0    2.6787    0.0367    2.53  242.00    1.80   30.60    0.7300   36.75900   -1.29700 9000.000
   210  729.93    2.842    6.05   94.0    2.6786    0.0367    2.56  248.00    1.90   30.59    0.7300   36.75900   -1.29700 9000.000
   212  729.19    2.850    6.00   94.0    2.6785    0.0367    2.58  253.00    2.00   30.58    0.7300   36.75900   -1.29700 9000.000
   214  728.35    2.860    5.92   93.0    2.6784    0.0368    2.60  257.00    2.10   30.57    0.7300   36.75900   -1.29700 9000.000
   216  727.46    2.870    5.83   93.0    2.6784    0.0368    2.63  261.00    2.20   30.57    0.7300   36.75900   -1.29700 9000.000
   218  726.43    2.882    5.76   93.0    2.6784    0.0369    2.66  265.00    2.40   30.57    0.7300   36.75900   -1.29600 9000.000
   220  725.30    2.894    5.65   93.0    2.6783    0.0369    2.69  268.00    2.50   30.56    0.7300   36.75900   -1.29600 9000.000
   222  724.17    2.907    5.55   93.0    2.6782    0.0370    2.72  270.00    2.60   30.55    0.7300   36.75900   -1.29600 9000.000
   224  723.26    2.917    5.48   93.0    2.6388    0.0365    2.75  272.00    2.80   30.55    0.7200   36.75900   -1.29600 9000.000
   226  722.61    2.925    5.60   93.0    2.6387    0.0365    2.77  274.00    2.90   30.54    0.7200   36.75900   -1.29700 9000.000
   228  721.95    2.932    6.13   94.0    2.6387    0.0365    2.79  275.00    3.00   30.53    0.7200   36.75900   -1.29700 9000.000
   230  721.25    2.940    6.71   94.0    2.6386    0.0366    2.81  277.00    3.10   30.52    0.7200   36.75900   -1.29700 9000.000
   232  720.65    2.947    7.20   94.0    2.6386    0.0366    2.82  278.00    3.10   30.52    0.7200   36.75900   -1.29700 9000.000
   234  720.16    2.953    7.46   93.0    2.6386    0.0366    2.84  279.00    3.20   30.52    0.7200   36.76000   -1.29700 9000.000
   236  719.66    2.958    7.52   92.0    2.6386    0.0367    2.85  281.00    3.30   30.52    0.7200   36.76000   -1.29700 9000.000
   238  719.21    2.964    7.52   91.0    2.6386    0.0367    2.87  282.00    3.30   30.52    0.7200   36.76000   -1.29700 9000.000
   240  718.84    2.968    7.50   90.0    2.6780    0.0373    2.88  284.00    3.40   30.52    0.7300   36.76000   -1.29700 9000.000
   242  718.46    2.972    7.49   88.0    2.6780    0.0373    2.89  285.00    3.40   30.53    0.7300   36.76000   -1.29700 9000.000
   244  718.09    2.977    7.52   87.0    2.6782    0.0373    2.90  287.00    3.50   30.55    0.7300   36.76000   -1.29700 9000.000
   246  717.67    2.981    7.58   87.0    2.7177    0.0379    2.91  288.00    3.50   30.56    0.7400   36.76000   -1.29700 9000.000
   248  717.19    2.987    7.66   87.0    2.7177    0.0379    2.93  290.00    3.60   30.56    0.7400   36.76000   -1.29700 9000.000
   250  716.70    2.993    7.72   86.0    2.7177    0.0379    2.94  291.00    3.60   30.56    0.7400   36.76000   -1.29700 9000.000
   252  716.07    3.000    7.72   86.0    2.7178    0.0380    2.96  292.00    3.60   30.57    0.7400   36.76000   -1.29700 9000.000
   254  715.33    3.008    7.68   86.0    2.7179    0.0380    2.98  294.00    3.70   30.58    0.7400   36.76000   -1.29700 9000.000
   256  714.60    3.017    7.61   87.0    2.7573    0.0386    3.00  295.00    3.70   30.58    0.7500   36.76000   -1.29700 9000.000
   258  713.79    3.026    7.59   87.0    2.7573    0.0386    3.03  297.00    3.70   30.58    0.7500   36.76000   -1.29700 9000.000
   260  713.01    3.035    7.58   87.0    2.7573    0.0387    3.05  298.00    3.70   30.58    0.7500   36.76000   -1.29700 9000.000
   262  712.28    3.044    7.58   87.0    2.7178    0.0382    3.07  300.00    3.70   30.57    0.7400   36.76000   -1.29700 9000.000
   264  711.56    3.052    7.59   85.0    2.7572    0.0387    3.10  301.00    3.70   30.57    0.7500   36.76000   -1.29700 9000.000
   266  710.71    3.062    7.59   80.0    2.7572    0.0388    3.12  302.00    3.70   30.57    0.7500   36.76000   -1.29700 9000.000
   268  709.75    3.073    7.60   79.0    2.7178    0.0383    3.15  303.00    3.70   30.57    0.7400   36.76100   -1.29700 9000.000
   270  708.76    3.085    7.57   79.0    2.7178    0.0383    3.18  304.00    3.70   30.57    0.7400   36.76100   -1.29700 9000.000
   272  707.81    3.095    7.54   79.0    2.7178    0.0384    3.21  305.00    3.70   30.57    0.7400   36.76100   -1.29700 9000.000
   274  706.89    3.106    7.52   79.0    2.7178    0.0384    3.24  306.00    3.70   30.57    0.7400   36.76100   -1.29700 9000.000
   276  706.14    3.115    7.49   79.0    2.7178    0.0385    3.26  306.00    3.80   30.57    0.7400   36.76100   -1.29700 9000.000
   278  705.55    3.122    7.48   78.0    2.7178    0.0385    3.28  306.00    3.80   30.57    0.7400   36.76100   -1.29700 9000.000
   280  705.02    3.128    7.50   77.0    2.7178    0.0385    3.29  306.00    3.80   30.57    0.7400   36.76100   -1.29700 9000.000
   282  704.47    3.135    7.55   77.0    2.7572    0.0391    3.31  306.00    3.90   30.57    0.7500   36.76100   -1.29700 9000.000
   284  703.93    3.141    7.51   77.0    2.7966    0.0397    3.33  306.00    3.90   30.57    0.7600   36.76100   -1.29700 9000.000
   286  703.44    3.147    7.46   76.0    2.7965    0.0398    3.34  305.00    4.00   30.56    0.7600   36.76100   -1.29700 9000.000
   288  702.99    3.152    7.47   75.0    2.8359    0.0403    3.36  305.00    4.00   30.56    0.7700   36.76100   -1.29700 9000.000
   290  702.50    3.158    7.49   75.0    2.8359    0.0404    3.37  304.00    4.00   30.56    0.7700   36.76100   -1.29700 9000.000
   292  701.94    3.164    7.55   75.0    2.8358    0.0404    3.39  304.00    4.00   30.55    0.7700   36.76100   -1.29800 9000.000
   294  701.43    3.170    7.60   75.0    2.8358    0.0404    3.41  303.00    4.00   30.55    0.7700   36.76100   -1.29800 9000.000
   296  700.93    3.176    7.63   75.0    2.8752    0.0410    3.42  303.00    4.00   30.56    0.7800   36.76100   -1.29800 9000.000
   298  700.45    3.182    7.59   75.0    2.8753    0.0410    3.44  302.00    4.00   30.57    0.7800   36.76100   -1.29800 9000.000
   300  700.02    3.187    7.59   75.0    2.8753    0.0411    3.45  302.00    4.00   30.57    0.7800   36.76100   -1.29800 9000.000
   302  699.57    3.192    7.64   76.0    2.8753    0.0411    3.47  301.00    4.00   30.57    0.7800   36.76200   -1.29800 9000.000
   304  699.09    3.198    7.69   76.0    2.8754    0.0411    3.48  301.00    4.00   30.58    0.7800   36.76200   -1.29800 9000.000
   306  698.61    3.204    7.71   75.0    2.8754    0.0412    3.50  301.00    4.00   30.58    0.7800   36.76200   -1.29800 9000.000
   308  698.14    3.209    7.70   75.0    2.8754    0.0412    3.51  301.00    4.00   30.58    0.7800   36.76200   -1.29800 9000.000
   310  697.64    3.215    7.70   75.0    2.8755    0.0412    3.53  301.00    3.90   30.59    0.7800   36.76200   -1.29800 9000.000
   312  697.13    3.221    7.75   75.0    2.8755    0.0412    3.55  301.00    3.90   30.59    0.7800   36.76200   -1.29800 9000.000
   314  696.59    3.227    7.77   75.0    2.8756    0.0413    3.56  301.00    3.90   30.60    0.7800   36.76200   -1.29800 9000.000
   316  696.11    3.233    7.77   75.0    2.8756    0.0413    3.58  302.00    3.90   30.60    0.7800   36.76200   -1.29800 9000.000
   318  695.64    3.239    7.80   75.0    2.8756    0.0413    3.60  302.00    3.90   30.60    0.7800   36.76200   -1.29800 9000.000
   320  695.12    3.245    7.83   74.0    2.8757    0.0414    3.61  303.00    3.90   30.61    0.7800   36.76200   -1.29800 9000.000
   322  694.58    3.251    7.86   73.0    2.8757    0.0414    3.63  303.00    3.90   30.61    0.7800   36.76200   -1.29800 9000.000
   324  693.98    3.258    7.88   74.0    2.8757    0.0414    3.65  304.00    3.90   30.61    0.7800   36.76200   -1.29800 9000.000
   326  693.44    3.265    7.92   75.0    2.8758    0.0415    3.67  305.00    3.90   30.62    0.7800   36.76200   -1.29800 9000.000
   328  692.95    3.271    7.93   75.0    2.8758    0.0415    3.68  305.00    3.80   30.62    0.7800   36.76200   -1.29800 9000.000
   330  692.45    3.277    7.90   75.0    2.8757    0.0415    3.70  306.00    3.90   30.61    0.7800   36.76200   -1.29800 9000.000
   332  691.94    3.283    7.86   75.0    2.8757    0.0416    3.72  307.00    3.90   30.61    0.7800   36.76200   -1.29800 9000.000
   334  691.41    3.289    7.86   75.0    2.8756    0.0416    3.73  307.00    3.90   30.60    0.7800   36.76200   -1.29800 9000.000
   336  690.87    3.296    7.79   75.0    2.8756    0.0416    3.75  308.00    3.90   30.60    0.7800   36.76300   -1.29800 9000.000
   338  690.38    3.301    7.72   75.0    2.8756    0.0417    3.77  309.00    3.90   30.60    0.7800   36.76300   -1.29800 9000.000
   340  689.89    3.307    7.70   76.0    2.8756    0.0417    3.78  309.00    3.90   30.60    0.7800   36.76300   -1.29800 9000.000
   342  689.40    3.313    7.69   76.0    2.8756    0.0417    3.80  310.00    3.90   30.60    0.7800   36.76300   -1.29800 9000.000
   344  688.88    3.319    7.61   76.0    2.8756    0.0417    3.82  310.00    4.00   30.60    0.7800   36.76300   -1.29800 9000.000
   346  688.42    3.325    7.56   76.0    2.8756    0.0418    3.83  311.00    4.00   30.60    0.7800   36.76300   -1.29800 9000.000
   348  687.97    3.330    7.59   77.0    2.8756    0.0418    3.85  311.00    4.00   30.60    0.7800   36.76300   -1.29900 9000.000
   350  687.48    3.336    7.54   76.0    2.8363    0.0413    3.86  312.00    4.00   30.61    0.7700   36.76300   -1.29900 9000.000
   352  687.00    3.342    7.42   76.0    2.8363    0.0413    3.88  312.00    4.00   30.61    0.7700   36.76300   -1.29900 9000.000
   354  686.50    3.348    7.33   77.0    2.8363    0.0413    3.90  313.00    4.00   30.61    0.7700   36.76300   -1.29900 9000.000
   356  685.96    3.354    7.32   77.0    2.8363    0.0413    3.91  313.00    4.00   30.61    0.7700   36.76300   -1.29900 9000.000
   358  685.43    3.361    7.32   76.0    2.7969    0.0408    3.93  313.00    4.00   30.61    0.7600   36.76300   -1.29900 9000.000
   360  684.96    3.366    7.26   75.0    2.7970    0.0408    3.95  314.00    3.90   30.62    0.7600   36.76300   -1.29900 9000.000
   362  684.48    3.372    7.18   76.0    2.7971    0.0409    3.96  314.00    3.90   30.63    0.7600   36.76300   -1.29900 9000.000
   364  684.04    3.378    7.12   76.0    2.7971    0.0409    3.98  314.00    3.90   30.63    0.7600   36.76300   -1.29900 9000.000
   366  683.55    3.383    7.07   76.0    2.7969    0.0409    3.99  315.00    3.90   30.61    0.7600   36.76300   -1.29900 9000.000
   368  683.04    3.389    7.04   75.0    2.7969    0.0409    4.01  315.00    3.90   30.61    0.7600   36.76300   -1.29900 9000.000
   370  682.55    3.395    7.00   75.0    2.7968    0.0410    4.02  316.00    3.90   30.60    0.7600   36.76300   -1.29900 9000.000
   372  682.04    3.402    6.95   75.0    2.7574    0.0404    4.04  316.00    3.90   30.60    0.7500   36.76300   -1.29900 9000.000
   374  681.49    3.408    6.88   76.0    2.7574    0.0405    4.06  316.00    4.00   30.59    0.7500   36.76300   -1.29900 9000.000
   376  680.92    3.415    6.78   76.0    2.7967    0.0411    4.08  317.00    4.00   30.59    0.7600   36.76400   -1.29900 9000.000
   378  680.36    3.422    6.73   76.0    2.7574    0.0405    4.09  317.00    4.00   30.59    0.7500   36.76400   -1.29900 9000.000
   380  679.82    3.428    6.67   77.0    2.7574    0.0406    4.11  318.00    4.00   30.59    0.7500   36.76400   -1.29900 9000.000
   382  679.28    3.435    6.63   77.0    2.7573    0.0406    4.13  318.00    4.00   30.58    0.7500   36.76400   -1.29900 9000.000
   384  678.71    3.442    6.57   77.0    2.7572    0.0406    4.15  319.00    4.00   30.57    0.7500   36.76400   -1.29900 9000.000
   386  678.15    3.449    6.50   78.0    2.7572    0.0407    4.16  320.00    4.00   30.57    0.7500   36.76400   -1.30000 9000.000
   388  677.58    3.455    6.44   78.0    2.7573    0.0407    4.18  321.00    4.00   30.58    0.7500   36.76400   -1.30000 9000.000
   390  677.08    3.462    6.36   78.0    2.7573    0.0407    4.20  322.00    4.00   30.58    0.7500   36.76400   -1.30000 9000.000
   392  676.59    3.467    6.32   78.0    2.7572    0.0408    4.21  323.00    4.00   30.57    0.7500   36.76400   -1.30000 9000.000
   394  676.07    3.474    6.29   78.0    2.7571    0.0408    4.23  324.00    4.00   30.56    0.7500   36.76400   -1.30000 9000.000
   396  675.54    3.480    6.21   79.0    2.7571    0.0408    4.25  325.00    4.00   30.56    0.7500   36.76400   -1.30000 9000.000
   398  675.00    3.487    6.15   79.0    2.7571    0.0408    4.27  326.00    3.90   30.56    0.7500   36.76400   -1.30000 9000.000
   400  674.40    3.494    6.05   79.0    2.7178    0.0403    4.29  327.00    3.90   30.57    0.7400   36.76400   -1.30000 9000.000
   402  673.76    3.502    6.00   80.0    2.7178    0.0403    4.31  327.00    3.90   30.57    0.7400   36.76400   -1.30000 9000.000
   404  673.09    3.510    5.94   80.0    2.7178    0.0404    4.33  328.00    3.90   30.57    0.7400   36.76400   -1.30000 9000.000
   406  672.27    3.520    5.82   81.0    2.7178    0.0404    4.35  328.00    4.00   30.57    0.7400   36.76400   -1.30000 9000.000
   408  671.48    3.530    5.71   82.0    2.7177    0.0405    4.38  328.00    4.00   30.56    0.7400   36.76400   -1.30000 9000.000
   410  670.85    3.537    5.71   82.0    2.7177    0.0405    4.40  328.00    4.10   30.56    0.7400   36.76400   -1.30000 9000.000
   412  670.29    3.544    5.73   83.0    2.7176    0.0405    4.42  327.00    4.10   30.55    0.7400   36.76400   -1.30000 9000.000
   414  669.72    3.551    5.69   83.0    2.7176    0.0406    4.43  327.00    4.30   30.55    0.7400   36.76400   -1.30000 9000.000
   416  669.03    3.560    5.58   83.0    2.7175    0.0406    4.46  326.00    4.40   30.54    0.7400   36.76400   -1.30100 9000.000
   418  668.26    3.569    5.44   84.0    2.7569    0.0413    4.48  326.00    4.50   30.54    0.7500   36.76400   -1.30100 9000.000
