DATE,DS,ZC
03/03/2017,244.7,
03/06/2017,234,
03/07/2017,246.4,
03/08/2017,250.5,
03/09/2017,254.1,
03/10/2017,254.4,
03/13/2017,251.6,
03/21/2017,251.8,
03/22/2017,254.7,
05/02/2017,251.2,
05/04/2017,262.4,
05/16/2017,305.2,
05/18/2017,249.3,
05/22/2017,243.4,
05/26/2017,251.1,
06/07/2017,251.1,
06/08/2017,250,
06/12/2017,252.3,
06/13/2017,253.3,
06/19/2017,247.8,
06/27/2017,251.7,
07/03/2017,271.5,
07/05/2017,252.4,
07/07/2017,260.8,
07/10/2017,262.8,
07/11/2017,252.2,
07/12/2017,246.4,
07/13/2017,253.2,
07/17/2017,251.1,
07/18/2017,247.7,
07/19/2017,253.1,
07/26/2017,258.1,
08/01/2017,246.9,
08/10/2017,271.9,
08/16/2017,349.1,
08/17/2017,260.1,
08/18/2017,263,
08/25/2017,243.1,
08/31/2017,248.4,
09/01/2017,263.1,
09/06/2017,240.9,
09/26/2017,248.8,
09/27/2017,248.7,
09/28/2017,257.9,
10/02/2017,261.9,
10/03/2017,266.1,
10/04/2017,260.2,
10/05/2017,251.7,
10/06/2017,251.7,
10/09/2017,260.2,
10/10/2017,262.2,
10/11/2017,268.4,
10/12/2017,260.9,
10/13/2017,262.4,
10/16/2017,250.3,
10/17/2017,250.5,
10/18/2017,254,
10/19/2017,232.3,
10/24/2017,250.9,
10/27/2017,248.6,
10/31/2017,242.9,
11/01/2017,216.7,
11/08/2017,247.5,
11/09/2017,251.1,
11/13/2017,227.1,
11/15/2017,266.7,
11/16/2017,249.5,
11/17/2017,243.4,
11/22/2017,250.2,
11/23/2017,256.6,
11/24/2017,294.3,
11/27/2017,244.4,
11/29/2017,243.1,
12/01/2017,238.2,
12/04/2017,233.8,
12/05/2017,268.3,
12/06/2017,288.6,
12/07/2017,250.2,
12/11/2017,283.6,
12/13/2017,234.3,
12/14/2017,265.3,
12/15/2017,245,
12/18/2017,241.4,
12/20/2017,237.7,
12/21/2017,238.2,
12/22/2017,239.2,
12/27/2017,239.3,
12/28/2017,240.8,
12/29/2017,233.4,
01/02/2018,236.3,
01/05/2018,236.5,
01/08/2018,240.7,
01/09/2018,227.3,
01/10/2018,216.3,
01/11/2018,267.8,
01/12/2018,233.7,
01/15/2018,265,
01/16/2018,235.4,
01/17/2018,220.7,
01/18/2018,218.2,
01/19/2018,231.4,
01/22/2018,222.7,
01/23/2018,225.4,
01/24/2018,281.7,
01/25/2018,239.1,
01/29/2018,238.2,
01/30/2018,251.1,
01/31/2018,238.2,
02/01/2018,232,
02/02/2018,228.1,
02/05/2018,241.3,
02/06/2018,238.5,
02/07/2018,229.3,
02/08/2018,226.7,
02/09/2018,244.2,
02/13/2018,230.8,
02/14/2018,230,
02/15/2018,252.7,
02/16/2018,228.1,
02/19/2018,228.4,
02/20/2018,233.4,
02/21/2018,194.6,
02/22/2018,234.2,
02/23/2018,228.6,
02/26/2018,233.7,
02/27/2018,241.4,
02/28/2018,237.8,
03/01/2018,234.2,
03/07/2018,238.7,
03/08/2018,233.8,
03/09/2018,222.4,
03/14/2018,237,
03/21/2018,187.2,
03/22/2018,238.6,
03/27/2018,255.1,
03/28/2018,251.5,
04/10/2018,234.8,
04/12/2018,236.9,
04/14/2018,247.5,
05/16/2018,229.8,
05/18/2018,227.8,
05/25/2018,236.1,
05/28/2018,242.9,
05/29/2018,241.5,
05/30/2018,244.1,
05/31/2018,250.2,
06/04/2018,245.7,
06/11/2018,245.4,
06/12/2018,240.8,
06/13/2018,234.6,
06/20/2018,249.1,
06/22/2018,244,
06/27/2018,249.4,
06/28/2018,232.7,
07/17/2018,251.1,
07/27/2018,249.4,
08/01/2018,250,
08/02/2018,256.4,
08/03/2018,246.2,
08/06/2018,253.6,
08/07/2018,265.1,
08/09/2018,250.7,
08/14/2018,257.6,
08/22/2018,274.5,
08/27/2018,282.2,
09/10/2018,263.7,
09/11/2018,292.9,
09/12/2018,222.1,
09/13/2018,269.1,
09/14/2018,284.3,
09/17/2018,276.8,
09/18/2018,266.4,
09/19/2018,284.4,
09/20/2018,272.5,
09/21/2018,279.6,
09/24/2018,284.4,
09/25/2018,266.7,
09/26/2018,283.3,
10/01/2018,263.9,
10/02/2018,254.7,
10/03/2018,252.9,
10/04/2018,279,
10/05/2018,276.6,
10/08/2018,303.9,
10/11/2018,291.1,
10/12/2018,234.7,
10/15/2018,281.1,
10/16/2018,261.9,
10/17/2018,259.3,
10/18/2018,270.1,
10/19/2018,271.8,
10/22/2018,272.3,
10/31/2018,271.3,
11/01/2018,268.7,
11/02/2018,264.1,
11/05/2018,256.3,
11/06/2018,259.6,
11/07/2018,262.4,
11/08/2018,238.2,
11/09/2018,243.2,
11/12/2018,263.5,
11/13/2018,254.7,
11/14/2018,259.8,
11/15/2018,262.3,
11/16/2018,259.1,
11/19/2018,253.7,
11/20/2018,249.1,
11/22/2018,249.8,
11/23/2018,255.7,
11/26/2018,254.8,
11/27/2018,253.1,
12/05/2018,249,
12/06/2018,252.6,
12/07/2018,255.5,
12/13/2018,240.5,
12/14/2018,237.6,
12/17/2018,252.4,
12/18/2018,245.3,
01/02/2019,246.1,
01/03/2019,242.8,
01/07/2019,247.8,
01/08/2019,244.7,
01/09/2019,246,
01/10/2019,248.2,
01/11/2019,257.1,
01/14/2019,244.9,
01/15/2019,238.5,
01/17/2019,246,
01/21/2019,246.9,
01/22/2019,247.8,
01/23/2019,250.9,
01/24/2019,251,
01/25/2019,251,
01/28/2019,253.7,
01/29/2019,251.5,
01/30/2019,250.2,
01/31/2019,252.2,
02/01/2019,253.5,
02/02/2019,250.6,
02/04/2019,261.1,
02/05/2019,250.7,
02/06/2019,282.8,
02/07/2019,251.4,
02/08/2019,245.1,
02/11/2019,251.9,
02/12/2019,251.8,
02/13/2019,250.7,
02/14/2019,253,
02/15/2019,256.1,
02/18/2019,256.9,
02/19/2019,255.1,
02/20/2019,251.5,
02/21/2019,230.6,
02/25/2019,253.7,
02/26/2019,254,
02/27/2019,249,
02/28/2019,257.9,
03/01/2019,257.9,
03/04/2019,254.4,
03/05/2019,254.4,
03/06/2019,253.3,
03/07/2019,259.6,
03/08/2019,258.3,
03/11/2019,254.9,
03/12/2019,272.5,
03/14/2019,250.2,
03/15/2019,258.5,
03/18/2019,254,
03/19/2019,254.1,
03/20/2019,257.8,
03/21/2019,261.4,
03/22/2019,269.6,
03/25/2019,260.1,
03/26/2019,263.7,
03/27/2019,260.5,
03/28/2019,267.9,
03/29/2019,266.3,
04/01/2019,272.4,
04/02/2019,267.2,
04/03/2019,272.2,
04/08/2019,275.1,
04/09/2019,265.7,
04/10/2019,268.5,
04/11/2019,260.3,
04/12/2019,276.8,
04/15/2019,274.4,
04/16/2019,275.7,
04/17/2019,267.8,
06/12/2019,254,
07/09/2019,277.6,
07/11/2019,266.3,
07/12/2019,257.2,
07/15/2019,249.8,
07/18/2019,255.8,
07/22/2019,259.2,
07/23/2019,306.7,
07/25/2019,276.3,
08/05/2019,297.3,
08/06/2019,297.1,
08/08/2019,308.2,
08/14/2019,397.6,
08/26/2019,279.6,
08/27/2019,297.5,
08/28/2019,326.5,
09/02/2019,300.1,
09/03/2019,308,
10/12/2019,246.1,
10/17/2019,206.3,
10/18/2019,208.7,
01/06/2020,247.1,
01/13/2020,277.2,
01/14/2020,244.8,
01/15/2020,241.4,
01/16/2020,252.6,
01/17/2020,247,
01/20/2020,253.8,
01/21/2020,239.9,249.9
01/22/2020,243,
01/23/2020,247.7,254.7
01/24/2020,259.4,
01/27/2020,249.5,
01/28/2020,238.7,
01/29/2020,237.2,233.6
01/30/2020,236.2,
01/31/2020,235.8,
02/03/2020,226.9,
02/05/2020,242,
02/06/2020,242.1,
02/07/2020,245.2,
02/10/2020,239.2,
02/12/2020,247.3,
02/13/2020,241.8,
02/14/2020,236.2,
02/17/2020,248.3,
02/18/2020,243.1,
02/19/2020,274.4,
02/20/2020,249.8,
02/21/2020,246.7,
02/24/2020,248.8,
02/25/2020,249.8,
02/26/2020,238.1,
02/27/2020,237.8,
02/28/2020,241.7,
03/02/2020,255.1,
03/03/2020,255.1,
03/04/2020,257.6,
03/05/2020,251.7,253.3
03/06/2020,260.5,
03/09/2020,256.7,261
03/10/2020,259,263.9
03/11/2020,256.1,
03/12/2020,254.6,
03/13/2020,243.8,
03/16/2020,255.2,
03/17/2020,244.7,
03/18/2020,257,253.8
03/19/2020,254.4,
03/20/2020,248.1,256.4
03/23/2020,243.9,
03/24/2020,238.8,
03/25/2020,238.2,
03/26/2020,251.9,
03/27/2020,246.3,255.3
03/30/2020,257.2,
03/31/2020,244,
04/01/2020,249,
04/02/2020,249.6,
04/03/2020,255.4,
05/05/2020,242.7,
05/06/2020,242.3,
05/07/2020,249.1,238.6
05/08/2020,244.1,241.7
05/11/2020,236.4,
05/12/2020,242.2,
05/13/2020,246.5,237.4
05/14/2020,241.8,
05/15/2020,235.6,
05/18/2020,248.6,
05/19/2020,266.6,
05/20/2020,251.5,250.2
05/21/2020,257.4,250.5
05/22/2020,256,251.4
05/25/2020,245.2,
05/26/2020,258.6,255.7
05/27/2020,257.2,253.3
05/28/2020,255.1,
05/29/2020,266.5,
06/02/2020,253.3,
06/03/2020,250.1,
06/04/2020,248.6,
06/05/2020,245.4,
06/08/2020,249.9,
06/09/2020,256.3,
06/10/2020,255.6,
06/11/2020,254.2,
06/12/2020,255.9,
06/17/2020,254.4,
06/18/2020,249.4,
12/01/2021,250.5,
12/03/2021,249.4,
07/01/2022,210.8,
07/04/2022,276.8,256.6
07/05/2022,268.7,235.5
07/06/2022,264.6,
07/07/2022,269.4,252.2
07/08/2022,176.6,
07/11/2022,258.1,
07/13/2022,282.7,
07/14/2022,269,235.4
07/15/2022,207.1,
07/18/2022,255.6,
07/19/2022,274.2,257.8
07/20/2022,269.9,
07/21/2022,254.5,
07/22/2022,224.6,
07/25/2022,266.5,
07/26/2022,259.7,
07/27/2022,271.9,243.7
07/28/2022,217.9,
07/29/2022,261.5,
08/01/2022,230.1,
08/02/2022,255.9,
08/03/2022,253.9,
08/04/2022,256.4,
08/05/2022,246.8,
08/06/2022,255.4,
08/08/2022,255.7,
08/10/2022,253.9,241.6
08/11/2022,253.7,
08/12/2022,285.4,262.6
08/15/2022,257,
08/16/2022,284.3,238.8
08/17/2022,249.9,
08/18/2022,275.3,
08/19/2022,279.4,
08/22/2022,259.8,
08/23/2022,253.9,
08/24/2022,223.1,257.5
08/25/2022,256.2,
08/26/2022,274.1,214.2
08/29/2022,269,257.5
08/30/2022,281.6,220.8
08/31/2022,256.4,
09/14/2022,257.9,
09/15/2022,257.1,
09/16/2022,273.2,257.8
09/19/2022,273.4,
09/20/2022,269.7,
09/21/2022,273.7,212.5
09/22/2022,268,245.5
09/23/2022,272.5,256.8
09/26/2022,268.2,240
09/27/2022,292.2,
09/28/2022,274.4,
09/29/2022,286.9,
09/30/2022,276.1,257.8
10/03/2022,301.8,
10/04/2022,280.9,236.1
10/05/2022,284.1,257.5
10/06/2022,284,263.6
10/07/2022,296.5,
10/11/2022,290.5,225.8
10/12/2022,287.1,
10/13/2022,311.8,
10/14/2022,290.8,
10/17/2022,281.3,
10/18/2022,292.1,217.7
10/19/2022,292.4,229.5
10/21/2022,310.5,
10/24/2022,279.7,
10/25/2022,290.7,
10/26/2022,287,
10/27/2022,268.8,257.7
10/28/2022,276.5,261.6
10/31/2022,255.7,
11/01/2022,255.7,
11/02/2022,264.2,259.9
11/03/2022,258,
11/04/2022,260.8,252.6
11/07/2022,275.2,259.6
11/09/2022,262.4,
11/11/2022,274.2,258.4
11/14/2022,256.5,
11/15/2022,252.3,
11/16/2022,256.1,
11/17/2022,272.5,
11/21/2022,272.5,
11/22/2022,258.4,
11/23/2022,266.6,258.5
11/24/2022,253.6,
11/25/2022,266.2,254.7
11/28/2022,249.3,
11/29/2022,268.7,
11/30/2022,276,
12/01/2022,314.2,
12/02/2022,263.6,
12/05/2022,263.4,
12/06/2022,283.9,
12/07/2022,277,258.3
12/08/2022,262.6,276
12/09/2022,270,
12/13/2022,267.3,259.4
12/14/2022,264.9,
12/15/2022,262.9,
12/16/2022,269.5,
12/19/2022,267.1,
12/20/2022,267.5,
12/21/2022,271.4,
12/22/2022,281.5,266
12/23/2022,269.8,264.9
12/27/2022,264.6,
12/28/2022,258,251.2
12/29/2022,265.1,265.2
12/30/2022,266.7,261.2
01/04/2023,262.5,266
01/05/2023,266.6,286.2
01/09/2023,262.7,257.8
01/17/2023,247.6,244.3
01/23/2023,251.3,241.9
01/24/2023,246.8,244.1
01/25/2023,249.7,
01/26/2023,248.4,
01/27/2023,249.3,
01/30/2023,257.2,
01/31/2023,250.2,
02/01/2023,250.7,
02/02/2023,250.5,
02/03/2023,249,
02/06/2023,256.5,
02/07/2023,252.5,
02/08/2023,251.3,
02/09/2023,253.2,
02/10/2023,251.9,
02/13/2023,255.7,
02/14/2023,261.2,
02/15/2023,257.7,
02/16/2023,257.7,
02/17/2023,258.4,
02/20/2023,253.1,
02/21/2023,257.9,
02/22/2023,257.8,
02/23/2023,255.8,
02/24/2023,257.7,
02/27/2023,265.8,262.7
02/28/2023,271.5,254
03/01/2023,272.5,
03/02/2023,264.4,
03/03/2023,271.2,
03/06/2023,262.7,
03/07/2023,263.8,
03/08/2023,268.4,
03/09/2023,273.6,
03/10/2023,267,
03/13/2023,274.5,
03/14/2023,271.7,255.1
03/15/2023,260.9,
03/16/2023,264.3,
03/17/2023,287.5,267.9
03/21/2023,268.6,261.7
03/22/2023,269.6,256.9
03/23/2023,272.7,
03/24/2023,262.6,262.2
03/27/2023,260,
03/28/2023,260.6,
03/29/2023,268.8,
03/30/2023,263.3,
03/31/2023,277.8,
04/03/2023,249.7,
04/04/2023,264.9,256.8
04/05/2023,251.2,
04/06/2023,254.8,
04/11/2023,264.8,253.9
04/12/2023,271,267.5
04/13/2023,277,258.1
04/17/2023,267.6,255.4
04/25/2023,272.6,252
04/26/2023,243.8,245.2
04/27/2023,246.5,238.3
04/28/2023,254.2,
05/02/2023,244.5,240.8
05/03/2023,263.8,249.5
05/04/2023,256.9,253.7
05/05/2023,237.6,243.4
05/08/2023,244.2,256.4
05/09/2023,259.8,267.9
05/10/2023,252.6,
05/11/2023,254.2,
05/12/2023,250.9,253.1
05/15/2023,242.8,243
05/16/2023,240.2,252.7
05/17/2023,282.9,258.5
05/18/2023,261.8,253.6
05/19/2023,254.6,
05/22/2023,263.2,
05/23/2023,254.8,255.8
05/24/2023,264.9,254.5
05/25/2023,269.6,262.9
05/26/2023,262.1,248.2
05/29/2023,254.5,
05/30/2023,257,
05/31/2023,250.8,247
06/02/2023,250.6,
06/05/2023,256.8,256.8
06/06/2023,252,257.6
06/07/2023,257.6,259.8
06/08/2023,281.1,
06/09/2023,260.5,253
06/12/2023,261.9,254.4
06/13/2023,257.7,256.4
06/14/2023,252.1,246.4
06/15/2023,250.9,
06/16/2023,253,251.9
06/19/2023,251.9,248.2
06/20/2023,251.9,
06/21/2023,252.5,
06/22/2023,250.4,
06/23/2023,255.8,
06/26/2023,255.5,254.8
06/27/2023,253.9,
06/29/2023,256.4,254.2
06/30/2023,253.2,248.3
07/03/2023,247.2,
07/04/2023,253.4,
07/05/2023,252.8,
07/06/2023,250.2,
07/07/2023,253.3,
07/10/2023,265.2,
07/11/2023,257.7,
07/13/2023,251.8,
07/14/2023,257.7,254.7
07/17/2023,246.4,
07/18/2023,247.6,
07/19/2023,241.8,
07/20/2023,252.4,
07/21/2023,241.2,235.3
07/24/2023,256.9,247
07/25/2023,259.4,248.7
07/26/2023,258.9,255.7
07/27/2023,262.1,252.1
07/28/2023,257.4,
07/31/2023,266.4,255.3
08/01/2023,262.3,256.9
08/02/2023,260.1,
08/03/2023,256.1,
08/04/2023,254.1,
08/07/2023,260.8,247.5
08/08/2023,250.8,
08/09/2023,247.4,
08/10/2023,253.7,256.6
08/11/2023,250,
08/14/2023,259,256
08/15/2023,262.4,257
08/16/2023,247.4,258.5
08/17/2023,256.6,
08/18/2023,270,258.2
08/21/2023,265.1,248
08/22/2023,264.9,258.4
08/23/2023,264.1,260.8
08/24/2023,265.2,259
08/25/2023,266.4,268
08/28/2023,253.5,
08/29/2023,253.4,
08/30/2023,250.1,
08/31/2023,256,
09/01/2023,264.4,256.8
09/04/2023,261.3,254.2
09/05/2023,266,
09/06/2023,263.8,249.3
09/07/2023,256.6,250.2
09/08/2023,253.6,
09/11/2023,257.7,247.2
09/12/2023,259.7,251.1
09/13/2023,251.5,
09/14/2023,266.9,257.7
09/15/2023,254.1,
09/18/2023,260.3,253.6
09/19/2023,266,266
09/20/2023,262.2,258.6
09/21/2023,262.6,261.2
09/22/2023,254.7,248.2
09/25/2023,257.8,246.8
09/26/2023,255.7,
09/27/2023,256.4,244.2
09/28/2023,259.1,251.8
09/29/2023,255.8,251.1
10/02/2023,252.3,263.4
10/03/2023,257.1,
10/04/2023,242.7,
10/05/2023,248.1,
10/06/2023,250.2,246.1
10/09/2023,252.9,
10/11/2023,253.5,250.2
10/12/2023,249,
10/13/2023,248.7,247.3
10/16/2023,258.3,246.2
10/17/2023,252.9,249.8
10/18/2023,257,248.1
10/19/2023,248.8,
10/23/2023,256.8,245.8
10/24/2023,253.1,
10/25/2023,253.7,256.9
10/26/2023,246.6,
10/27/2023,250.4,
10/30/2023,247.7,242.1
10/31/2023,246.8,243.6
11/01/2023,252.6,245.5
11/02/2023,239.4,
11/03/2023,242.6,
11/06/2023,238.8,236.7
11/07/2023,247.4,236.5
11/08/2023,242.8,
11/09/2023,249.1,236.2
11/10/2023,238.3,
11/14/2023,238.5,234.4
11/15/2023,238.3,
11/16/2023,232.9,
11/17/2023,235.8,
11/20/2023,234.7,
11/21/2023,239.3,235.1
11/22/2023,240.3,239.1
11/23/2023,240,236.4
11/24/2023,233.5,
11/27/2023,243.1,
11/28/2023,234.9,
11/29/2023,244.9,241.9
11/30/2023,241.1,
12/01/2023,241.3,235
12/04/2023,241,234.1
12/05/2023,238.4,231.9
12/06/2023,236.9,233.4
12/07/2023,235.1,
12/08/2023,236.7,
12/11/2023,240.3,
12/13/2023,240,234.4
12/14/2023,235.5,234.6
12/15/2023,234.5,
12/18/2023,242,
12/19/2023,242,232.6
12/20/2023,241.1,
12/21/2023,245.3,250.3
12/22/2023,245.1,244.6
12/27/2023,240.3,
12/28/2023,252.5,
12/29/2023,242.4,243.8
01/02/2024,237.5,237.7
01/03/2024,233.7,
01/04/2024,230.5,231.7
01/05/2024,250.4,
01/08/2024,235.3,238.2
01/09/2024,240.8,240.2
01/10/2024,235.7,231.6
01/11/2024,234.9,
01/12/2024,243,233.8
01/15/2024,229.1,227.4
01/16/2024,229.8,219.8
01/17/2024,226.6,
01/18/2024,228.2,
01/19/2024,234.2,
01/22/2024,236.1,234.5
01/23/2024,241,235.6
01/24/2024,240.8,
01/25/2024,234.3,233.9
01/26/2024,232.2,
01/29/2024,237.3,236.3
01/30/2024,231.8,
01/31/2024,225.8,231.9
02/01/2024,235.1,
02/02/2024,232.3,237.2
02/05/2024,237.7,
02/06/2024,235.6,231.6
02/07/2024,232.6,227.9
02/08/2024,231.8,224.3
02/09/2024,234.1,220
02/12/2024,229.4,
02/13/2024,234.5,
02/14/2024,241.8,225.3
02/15/2024,240.7,
02/16/2024,241.2,
02/19/2024,240.4,
02/20/2024,236.3,239.6
02/21/2024,240.4,236.9
02/22/2024,240.4,248.4
02/23/2024,243.7,240.3
02/26/2024,221.6,234.4
02/27/2024,248.4,237.2
02/28/2024,241.6,244.3
02/29/2024,234.5,
03/01/2024,245.5,235.3
03/04/2024,234.1,236.7
03/05/2024,243.9,
03/06/2024,234.8,232.8
03/07/2024,231.8,237.2
03/08/2024,233.7,234.4
03/11/2024,247.2,
03/12/2024,247.1,
03/13/2024,242.1,
03/14/2024,254.1,245.3
03/15/2024,245.5,251.4
03/18/2024,246,236.5
03/19/2024,252.1,
03/20/2024,252.6,
03/21/2024,251.4,
03/22/2024,257.3,
03/25/2024,254.6,240.6
03/26/2024,246.7,247.6
03/27/2024,253.9,252.1
03/28/2024,247.9,246.5
04/02/2024,235.5,
04/03/2024,235.8,233.3
04/04/2024,233.6,
04/05/2024,240.5,234.6
04/08/2024,247.1,249.7
04/09/2024,241.5,
04/11/2024,246.7,236.6
04/12/2024,249.8,238.5
04/15/2024,248.9,240.8
04/16/2024,251,242
04/17/2024,252.6,246.2
04/18/2024,255.7,
04/19/2024,244.5,239.3
04/22/2024,250.6,243.4
04/23/2024,250.1,246
04/24/2024,239.7,
04/25/2024,247.1,240.5
04/26/2024,241.8,
04/29/2024,248.2,241.9
04/30/2024,253.2,241.6
05/02/2024,243.9,237.4
05/03/2024,243.1,236.4
05/06/2024,247.7,
05/07/2024,243.2,
05/08/2024,240.6,
05/09/2024,241,
05/10/2024,258,248.4
05/13/2024,261.3,
05/14/2024,267.5,259.4
05/15/2024,254.8,254
05/16/2024,257.6,248.2
05/17/2024,251.4,245.8
05/20/2024,245.9,246.4
05/21/2024,249.3,241.2
05/22/2024,255.8,245.2
05/23/2024,253.1,247.3
05/24/2024,262.3,259.7
05/27/2024,262.2,
05/28/2024,263.6,260.3
05/29/2024,265.6,260.3
05/30/2024,264.3,254.3
05/31/2024,271.9,
06/03/2024,272.9,262
06/04/2024,272.6,
06/05/2024,272.4,256
06/06/2024,269.7,264
06/07/2024,265.7,259.7
06/10/2024,259.2,259.4
06/11/2024,262.7,260.2
06/12/2024,270.5,256.9
06/13/2024,270.2,259.8
06/14/2024,272.8,
06/18/2024,274.1,262
06/19/2024,269.3,256.7
06/20/2024,,257.8
06/21/2024,270.8,259.7
06/24/2024,276.1,253.9
06/25/2024,271.4,
06/26/2024,272.7,260.2
06/28/2024,279.2,265
07/01/2024,269.1,262.6
07/02/2024,266.6,
07/03/2024,266.7,256.5
07/04/2024,,256.7
07/05/2024,268.2,257.6
07/08/2024,261.2,248.3
07/09/2024,261.5,256.5
07/10/2024,,259.2
07/11/2024,272.2,263
07/12/2024,258.6,247
07/15/2024,258.9,254.6
07/16/2024,,224.9
07/17/2024,,258.5
07/18/2024,,259.3
07/19/2024,,257.2
07/22/2024,266.3,257.9
07/23/2024,268.3,262
07/24/2024,,262.7
07/25/2024,273.1,256.8
07/26/2024,265.3,259.2
07/29/2024,,260
07/30/2024,,263.3
07/31/2024,,261
08/01/2024,284.8,255.4
08/02/2024,,252.6
08/05/2024,271.3,
08/06/2024,268.8,254.7
08/07/2024,259.6,253.8
08/08/2024,,246.8
08/09/2024,,257.9
08/12/2024,262.5,257.6
08/13/2024,267.3,240.3
08/14/2024,267.2,256.7
08/15/2024,268.3,257.4
08/16/2024,277.2,257.4
08/19/2024,269.5,254.3
08/20/2024,,256.8
08/21/2024,,256.1
08/22/2024,,258.9
08/23/2024,,257.4
08/26/2024,,251.2
08/27/2024,,254.7
08/28/2024,267,260.8
08/29/2024,267.5,249.2
08/30/2024,254.7,253.2
09/02/2024,,260.4
09/03/2024,,261.7
09/04/2024,,264.6
09/05/2024,279.5,260.5
09/06/2024,,269.6
09/09/2024,273.7,
09/10/2024,270.4,
09/11/2024,267.8,
09/12/2024,262,255.5
09/13/2024,269.8,
09/16/2024,,256.1
09/17/2024,,260.6
09/18/2024,278,262.1
09/19/2024,272.7,260.1
09/23/2024,,263
09/24/2024,281.1,260.2
09/25/2024,282.4,281.6
09/26/2024,281.8,268
09/27/2024,285.2,263.9
09/30/2024,262.4,272.3
10/01/2024,284.8,
10/02/2024,283.2,273.1
10/03/2024,284.1,262.5
10/04/2024,283,
10/07/2024,264.4,264.7
10/08/2024,267.2,
10/09/2024,266.7,
10/11/2024,267.8,261.2
10/14/2024,263.2,
10/15/2024,269.8,
10/16/2024,270.1,258.6
10/17/2024,265.3,
10/18/2024,,252.8
10/22/2024,262.7,249.4
10/23/2024,266.9,
10/24/2024,268,
10/25/2024,271,
10/28/2024,276.5,262.4
10/29/2024,275.6,
10/30/2024,275.8,262.9
01/31/1924,271.1,262
11/04/2024,268.5,
11/05/2024,272.1,
11/06/2024,274.9,265.5
11/07/2024,,264.3
11/08/2024,269.4,
11/11/2024,269.1,259.8
11/12/2024,267.2,260.3
11/13/2024,262.3,258.3
11/14/2024,265.1,261.7
11/15/2024,259.6,253
11/18/2024,260.3,250.8
11/19/2024,251.4,241.6
11/20/2024,247.8,245.9
11/21/2024,247.5,245.8
11/22/2024,249.3,239.8
11/25/2024,,247.4
11/26/2024,267,253.9
11/27/2024,,253
11/28/2024,255,249.1
11/29/2024,248.8,238.7
12/02/2024,255.9,239.7
12/03/2024,250.5,
12/04/2024,251.7,
12/05/2024,254.8,
12/06/2024,255,256.1
12/09/2024,259,248.1
12/10/2024,252.3,247.3
12/11/2024,255.3,
12/13/2024,252.9,
12/16/2024,243.1,
12/17/2024,245.2,241.2
12/18/2024,248.7,241.9
12/19/2024,242.5,237.9
12/20/2024,245.1,238
12/23/2024,249.4,253.5
12/24/2024,249,
12/30/2024,256.5,
12/31/2024,252.7,
01/06/2025,258.3,
01/07/2025,257.6,
01/08/2025,258.4,
01/09/2025,261,
01/10/2025,253.9,263.8
01/13/2025,255.7,
01/14/2025,259.3,
01/15/2025,257,252.2
01/16/2025,256.6,
01/17/2025,257.2,
01/20/2025,260,
01/21/2025,255.7,
01/22/2025,253.3,
01/23/2025,248.2,
01/24/2025,241.6,
01/27/2025,244,247.9
01/28/2025,230.8,247.6
01/29/2025,246.4,240.4
01/30/2025,,234.7
01/31/2025,244.1,239.5
02/03/2025,243.2,
02/04/2025,246.1,
02/05/2025,248.5,
02/06/2025,248.5,
02/07/2025,245.9,
02/10/2025,253.4,
02/11/2025,250.9,
02/12/2025,252.8,
02/13/2025,249,240.6
02/14/2025,248.8,
02/17/2025,250.1,244.2
02/18/2025,254.9,
02/19/2025,260.8,
02/20/2025,257.3,
02/21/2025,252.7,
02/24/2025,251.5,
02/25/2025,257,
02/26/2025,258.2,
02/27/2025,265,
02/28/2025,258.8,
03/03/2025,255.7,
03/04/2025,252.2,239.5
03/05/2025,249.8,
03/06/2025,245.5,
03/07/2025,246.4,
03/10/2025,248.4,235.8
03/11/2025,245.8,237
03/12/2025,,240.8
03/13/2025,250,245.2
03/14/2025,249.7,
03/17/2025,247.1,
03/18/2025,241.5,239.1
03/19/2025,246.9,
03/20/2025,249.6,247.8
03/21/2025,240.8,240.6
03/24/2025,248.9,238.9
03/25/2025,245.8,
03/26/2025,243.1,236.8
03/27/2025,247.2,240.7
04/01/2025,246.1,235.5
04/02/2025,249,240.4
04/03/2025,254.9,249.8
04/04/2025,258.3,250.5
04/06/2025,263.2,249.2
04/07/2025,261.2,257.4
04/08/2025,261.6,258.6
04/09/2025,262.2,
04/10/2025,261.5,245.8
04/11/2025,260.8,
04/14/2025,253.5,248.7
04/15/2025,257.6,256.8
04/16/2025,259.3,248.6
04/17/2025,260.5,
04/22/2025,,252.9
04/23/2025,,248.2
04/24/2025,,248.3
04/25/2025,260.7,253.7
05/02/2025,266.6,
05/05/2025,,256
05/07/2025,265.2,251.1
05/08/2025,259.5,259.1
05/09/2025,,244.5
05/12/2025,259.4,248.7
05/13/2025,264.7,251.9
05/14/2025,265.7,245.2
05/15/2025,262.4,253.6
05/16/2025,265.9,
05/19/2025,260.5,258.3
05/20/2025,,256.6
05/21/2025,259.7,255
05/22/2025,264.7,261.1
05/26/2025,260.9,252.7
05/28/2025,256.5,246.6
